Carimbo de data/hora,Você é estudante da UFV em qual nível?,Marque o curso de graduação que você faz,Selecione o curso de mestrado que você faz,Selecione o curso de doutorado que você faz,Selecione o curso de pós-graduação lato-sensu (especialização) que você faz,"Em relação ao seu contato com ferramentas de Inteligência Artificial, como você se classificaria?","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [ChatGPT]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Gemini (Google)]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Llama (Meta AI)]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Midjourney]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [DALL-E]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Deepseek]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Outras]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para organizar e orientar meus estudos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para conferir respostas a exercícios e atividades]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Incorporo soluções fornecidas pela ferramenta aos meus trabalhos e atividades]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Emprego respostas fornecidas pela IA aos meus trabalhos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para orientar a busca, coleta e análise de material de estudo ou pesquisa]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para automatizar tarefas secundárias ou braçais durante meus estudos ou pesquisa]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Peço para a ferramenta fazer resumos de materiais que forneço a ela]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Faço análise de dados usando a ferramenta]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para programar ou me auxiliar com programação]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para correção ou revisão de textos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para produzir imagens a serem incluídas em meus trabalhos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para analisar imagens que forneço à ferramenta]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para me auxiliar com matemática]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para me auxiliar com estatística]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Faço apresentações de slides ou pôsteres usando a ferramenta]","Se você faz ou consegue imaginar usos que não foram contemplados na questão anterior, descreva-os aqui. Se for algo que já pratica, indique também a frequência de uso.",O que você entende por IA (Inteligência Artificial)?,"Em relação a IA e o futuro dos estudos e do trabalho, como você se sente?",Qual(is) tipo(s) de debate sobre o tema da Inteligência Artificial você gostaria de ver dentro da UFV?
10/04/2025 09:05:34,Estudante de graduação,Pedagogia,,,,Uso corriqueiramente,Uso corriqueiramente,Apenas ouvi falar,Desconheço,Desconheço,Desconheço,Desconheço,Desconheço,Com frequência,Esporadicamente,Com frequência,Esporadicamente,Com frequência,Esporadicamente,Com frequência,Esporadicamente,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",,"Conjunto de tecnologia que se propõe a elaborar dispositivos que simulam a capacidade humana de raciocinar, perceber, tomar decisões e resolver problemas, enfim, a oportunidade de ser inteligente.","Acredito que é algo que veio para ficar, Vejo com bons olhos a adoção ampla de IA nas atividades humanas","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
10/04/2025 09:24:04,Estudante de graduação,Pedagogia,,,,Uso corriqueiramente,Uso corriqueiramente,Apenas ouvi falar,Desconheço,Desconheço,Apenas ouvi falar,Desconheço,Desconheço,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Com frequência,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Com frequência,Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",,Prefiro não opinar,"Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Segurança e privacidade, Impacto na qualidade de ensino"
10/04/2025 09:31:57,Estudante de graduação,Zootecnia,,,,Uso corriqueiramente,Somente testei,Desconheço,Desconheço,Desconheço,Desconheço,Desconheço,Uso corriqueiramente,Com frequência,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Com frequência,,Uma ferramenta gratuita que sempre acha respostas e monta diálogos pois está conectada a uma ampla rede de conhecimentos e que consegue gerar e formar respostas próprias ,"Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Ética, Impacto na qualidade de ensino"
10/04/2025 09:35:29,Estudante de graduação,Zootecnia,,,,Uso esporadicamente,Uso corriqueiramente,Uso corriqueiramente,Uso corriqueiramente,Desconheço,Desconheço,Desconheço,Desconheço,Com frequência,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,"Nunca usei, mas tenho curiosidade",Com frequência,Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Com frequência,Esporadicamente,"Nunca usei, mas tenho curiosidade",,Uma ferramenta pra organizar e auxiliar em estudo e desenvolvimento pessoal (já treinei meu inglês com o Meta IA) ,"Tenho receio ou medo desta tecnologia, Acredito que vai potencializar as habilidades e capacidades humanas","Segurança e privacidade, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
10/04/2025 09:35:32,Estudante de graduação,Ciências Contábeis,,,,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Somente testei,Somente testei,Desconheço,Desconheço,Desconheço,Com frequência,Com frequência,Com frequência,"Nunca usei, mas tenho curiosidade",Sempre,Sempre,Com frequência,Sempre,Sempre,Sempre,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Sempre,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Buscar informações com mais facilidade , ex: ""Chat, busque na Web informações sobre empresas que cometeram fraudes contábeis em 2023""","Inteligência suprema ,algo que junta todos os conhecimentos ,com eficiência e eficácia, sabendo responder todas e quais quer perguntas sobre tudo","Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça à qualidade do aprendizado humano, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino"
10/04/2025 09:54:41,Estudante de graduação,Agronomia,,,,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Desconheço,Desconheço,Desconheço,Desconheço,Desconheço,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Com frequência,Com frequência,Com frequência,Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,,Prefiro não opinar ,"Tenho receio ou medo desta tecnologia, Acredito que é uma ameaça à qualidade do aprendizado humano, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino"
10/04/2025 09:56:27,Estudante de graduação,Agronomia,,,,Uso esporadicamente,Uso corriqueiramente,Uso corriqueiramente,Desconheço,Desconheço,Desconheço,Somente testei,Somente testei,Esporadicamente,Com frequência,Esporadicamente,Com frequência,Esporadicamente,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Esporadicamente,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,,Um programa que tem alguma capacidade interpretativa ,"Tenho receio ou medo desta tecnologia, Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça ao trabalho humano","Ética, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
10/04/2025 09:59:38,Estudante de graduação,Zootecnia,,,,Uso esporadicamente,Somente testei,Somente testei,Somente testei,Desconheço,Apenas ouvi falar,Desconheço,Desconheço,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,,"É um robô que simula inteligência humana. Se é de fato inteligente ou não, deixo para os filósofos da tecnologia responderem.","Não tenho opinião formada, Acredito que é algo que veio para ficar","Ética, Eventos explicando melhor a tecnologia, em termos técnicos"
10/04/2025 10:14:03,Estudante de graduação,Ciências Biológicas (Bacharelado/Licenciatura),,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Uso corriqueiramente,Desconheço,Desconheço,Desconheço,Somente testei,Uso corriqueiramente,Com frequência,Com frequência,Sempre,Esporadicamente,Sempre,Sempre,Com frequência,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Sempre,"Nunca usei, mas tenho curiosidade",Sempre,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",,Entendo que são ferramentas que acessam conteúdos disponíveis na internet para criar respostas personalizadas para o usuário.,"Acredito que é algo que veio para ficar, Acredito que é uma ameaça à qualidade do aprendizado humano, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impacto na pesquisa, Eventos explicando melhor a tecnologia, em termos técnicos"
10/04/2025 10:23:56,Estudante de graduação,Agronomia,,,,Uso esporadicamente,Somente testei,Apenas ouvi falar,Somente testei,Desconheço,Desconheço,Apenas ouvi falar,Somente testei,"Nunca usei, mas tenho curiosidade",Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,,Ferramenta utilizada para auxiliar o homem a melhorar as produtividades,"Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino"
10/04/2025 10:37:40,Estudante de graduação,Zootecnia,,,,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Desconheço,Somente testei,Apenas ouvi falar,Somente testei,Desconheço,Com frequência,Esporadicamente,Esporadicamente,Esporadicamente,Com frequência,Esporadicamente,Com frequência,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,,Um tipo de assistente que busca responder de maneira mais direta e completa a um comando que voce fornece a ele.,"Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Ética, Segurança e privacidade, Impacto na qualidade de ensino"
10/04/2025 10:42:41,Estudante de graduação,Ciências Biológicas (Bacharelado/Licenciatura),,,,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Somente testei,Desconheço,Desconheço,Desconheço,Desconheço,Sempre,Com frequência,Com frequência,Esporadicamente,Com frequência,Com frequência,Com frequência,Com frequência,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Sempre,Com frequência,Nunca usei e não pretendo,"Solicito listas de exercícios para determinadas matérias, onde encaminho slides dos professores ou resumos e o mesmo gera perguntas em cima do proposto. 
Criação de flashcards 
É quando necessário solicito explicações mais “palpáveis” da matéria. ",Prefiro não opinar ,"Tenho receio ou medo desta tecnologia, Acredito que é algo que veio para ficar, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
10/04/2025 10:46:07,Estudante de graduação,Pedagogia,,,,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Uso corriqueiramente,Somente testei,Somente testei,Somente testei,Desconheço,Com frequência,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Com frequência,Esporadicamente,Com frequência,Sempre,Com frequência,Com frequência,Nunca usei e não pretendo,Nunca usei e não pretendo,Com frequência,,Ferramenta que auxilia,"Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção ampla de IA nas atividades humanas","Ética, Segurança e privacidade, Impacto na qualidade de ensino"
10/04/2025 10:51:11,Estudante de graduação,Agronomia,,,,Nunca usei e não pretendo usar,Apenas ouvi falar,Apenas ouvi falar,Apenas ouvi falar,Apenas ouvi falar,Desconheço,Apenas ouvi falar,Apenas ouvi falar,,,,,,,,,,,,,,,,,Um algoritmo de aprendizagem de máquina usado para prever o que você quer ver com um dado input,"Tenho receio ou medo desta tecnologia, Acredito que é uma ameaça à qualidade do aprendizado humano, Acredito que é uma ameaça ao trabalho humano, Minha desconfiança é total","Impactos ambientais, Ética, Impacto na pesquisa, Impacto na qualidade de ensino"
10/04/2025 12:04:15,Estudante de graduação,Pedagogia,,,,Uso esporadicamente,Somente testei,Somente testei,Apenas ouvi falar,Desconheço,Desconheço,Apenas ouvi falar,Desconheço,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,,Uma ferramenta que consegue fornecer respostas para diversas demandas.,"Acredito que é uma ameaça à qualidade do aprendizado humano, Acredito que é uma ameaça ao trabalho humano","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino"
10/04/2025 12:05:16,Estudante de graduação,Administração,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Desconheço,Desconheço,Desconheço,Desconheço,Desconheço,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Com frequência,Sempre,Nunca usei e não pretendo,Sempre,Nunca usei e não pretendo,Nunca usei e não pretendo,Sempre,Esporadicamente,Nunca usei e não pretendo,,Tecnologia que reúne informações existente na internet,"Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça à qualidade do aprendizado humano, Acredito que é uma ameaça ao trabalho humano, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Segurança e privacidade, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
10/04/2025 12:16:57,Estudante de graduação,Administração,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Apenas ouvi falar,Desconheço,Desconheço,Desconheço,Somente testei,Uso corriqueiramente,Com frequência,Com frequência,Com frequência,Nunca usei e não pretendo,Com frequência,Nunca usei e não pretendo,Com frequência,Nunca usei e não pretendo,Nunca usei e não pretendo,Com frequência,Nunca usei e não pretendo,Nunca usei e não pretendo,Com frequência,Com frequência,Nunca usei e não pretendo,,prefiro não opinar,"Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Impacto na qualidade de ensino"
10/04/2025 12:50:29,Estudante de graduação,Agronomia,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Somente testei,Desconheço,Apenas ouvi falar,Uso corriqueiramente,Somente testei,Com frequência,Sempre,Com frequência,Esporadicamente,Com frequência,Com frequência,Sempre,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Com frequência,Com frequência,Nunca usei e não pretendo,,"Uma ferramenta que abrange uma determinada quantidade dados, que facilita e torna mais fácil a maioria dos trabalhos manuais.","Acredito que é algo que veio para ficar, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impacto na pesquisa, Impacto na qualidade de ensino"
10/04/2025 13:25:11,Estudante de graduação,Pedagogia,,,,Uso esporadicamente,Somente testei,Somente testei,Somente testei,Desconheço,Desconheço,Desconheço,Desconheço,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,,Uma ferramenta que pode fornecer respostas para quase tudo e criar conteúdos legais . ,Acredito que é algo que veio para ficar,
10/04/2025 14:43:08,Estudante de graduação,Administração,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Uso corriqueiramente,Desconheço,Desconheço,Desconheço,Desconheço,Uso corriqueiramente,Sempre,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,Com frequência,Sempre,Sempre,Nunca usei e não pretendo,Sempre,"Nunca usei, mas tenho curiosidade",Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,"Uso para explicar conceitos complexos com linguagem mais acessível. Uso para explicar conteúdos em forma de história ou fofoca. Uso para criação de questões comentadas e mapas mentais para estudo de conteúdos. Todas essas utilidades realizadas por meio de materiais  (como PDFs, slides, textos) fornecidos à IA e que contém o conteúdo que estudo.  Frequência: sempre.",Um banco de informações vasto que é alimentado com mais informações a partir do uso da ferramenta por parte dos usuários. ,Acredito que vai potencializar as habilidades e capacidades humanas,"Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
10/04/2025 15:14:02,Estudante de graduação,Agronomia,,,,Uso corriqueiramente,Uso corriqueiramente,Desconheço,Uso corriqueiramente,Desconheço,Desconheço,Desconheço,Desconheço,"Nunca usei, mas tenho curiosidade",Esporadicamente,Esporadicamente,Esporadicamente,Com frequência,Nunca usei e não pretendo,Com frequência,Esporadicamente,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,,"É uma ferreamente tecnológica que utiliza toda a base de dados da internet pra fornecer informações de forma rápida e prática, podendo ser usada de acordo com a necessidade de cada pessoa ","Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Segurança e privacidade, Eventos explicando melhor a tecnologia, em termos técnicos"
10/04/2025 15:25:15,Estudante de graduação,Medicina Veterinária,,,,Uso corriqueiramente,Uso corriqueiramente,Apenas ouvi falar,Apenas ouvi falar,Apenas ouvi falar,Apenas ouvi falar,Apenas ouvi falar,Desconheço,Sempre,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,,.,"Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção ampla de IA nas atividades humanas","Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
